seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr9	119449593	119449602	10	*	X06204	22954	119449581	119463579	13999	+	0	inside	11	TRIM32
chr9	123691615	123691623	9	*	X06216	7185	123664671	123691451	26781	-	163	upstream	163	TRAF1
chr9	123837212	123837222	11	*	X06217	11064	123837242	123939886	102645	+	19	upstream	19	CNTRL
chr9	123964220	123964228	9	*	X06218	51552	123940415	123964365	23951	-	0	inside	136	RAB14
chr9	124262229	124262239	11	*	X06221	2681	124207269	124262306	55038	-	0	inside	66	GGTA1
chr9	128023735	128023743	9	*	X06239	26130	128024111	128127290	103180	+	367	upstream	367	GAPVD1
chr9	128024065	128024076	12	*	X06240	26130	128024111	128127290	103180	+	34	upstream	34	GAPVD1
chr9	129374728	129374737	10	*	X06251	4010	129376722	129463311	86590	+	1984	upstream	1984	LMX1B
chr9	129885301	129885309	9	*	X06256	23452	129849628	129885044	35417	-	256	upstream	256	ANGPTL2
chr9	130186528	130186536	9	*	X06259	7633	130186653	130207651	20999	+	116	upstream	116	ZNF79
chr9	130213497	130213505	9	*	X06260	6136	130209953	130213711	3759	-	0	inside	205	RPL12
chr9	130213497	130213505	9	*	X06260	90678	130213765	130265780	52016	+	259	upstream	259	LRSAM1
chr9	130640167	130640175	9	*	X06264	203	130628759	130640022	11264	-	144	upstream	144	AK1
chr9	130966454	130966464	11	*	X06267	25792	130928344	130966662	38319	-	0	inside	197	CIZ1
chr9	130967304	130967312	9	*	X06268	25792	130928344	130966662	38319	-	641	upstream	641	CIZ1
chr9	131038531	131038540	10	*	X06271	2801	131018108	131038268	20161	-	262	upstream	262	GOLGA2
chr9	131038531	131038540	10	*	X06271	375757	131038425	131051268	12844	+	0	inside	105	SWI5
chr9	131154789	131154797	9	*	X06275	100616335	131154900	131154987	88	+	102	upstream	102	MIR219B
chr9	131155411	131155420	10	*	X06276	407003	131154897	131154993	97	-	417	upstream	417	MIR219A2
chr9	131266979	131266988	10	*	X06277	2733	131266971	131304580	37610	+	0	inside	7	GLE1
chr9	131314853	131314861	9	*	X06278	6709	131314837	131395944	81108	+	0	inside	15	SPTAN1
chr9	131643293	131643301	9	*	X06284	56262	131644391	131680317	35927	+	1089	upstream	1089	LRRC8A
chr9	131843633	131843641	9	*	X06287	57171	131843383	131852717	9335	+	0	inside	249	DOLPP1
chr9	132244716	132244725	10	*	X06299	100506190	132245730	132275965	30236	+	1004	upstream	1004	LINC00963
chr9	132388690	132388701	12	*	X06301	28989	132388435	132397879	9445	+	0	inside	254	NTMT1
chr9	132388718	132388727	10	*	X06302	28989	132388435	132397879	9445	+	0	inside	282	NTMT1
chr9	132427327	132427336	10	*	X06303	51450	132427920	132484951	57032	+	583	upstream	583	PRRX2
chr9	132427925	132427933	9	*	X06304	51450	132427920	132484951	57032	+	0	inside	4	PRRX2
chr9	132565697	132565706	10	*	X06307	27348	132565432	132573560	8129	+	0	inside	264	TOR1B
chr9	132599082	132599091	10	*	X06308	51759	132589564	132597572	8009	-	1509	upstream	1509	C9orf78
chr9	133814388	133814403	16	*	X06314	84929	133777825	133814455	36631	-	0	inside	51	FIBCD1
chr9	133884754	133884764	11	*	X06315	10319	133884504	133968446	83943	+	0	inside	249	LAMC3
chr9	134152417	134152427	11	*	X06316	286336	134133465	134151906	18442	-	510	upstream	510	FAM78A
chr9	134152898	134152906	9	*	X06317	286336	134133465	134151906	18442	-	991	upstream	991	FAM78A
chr9	134378259	134378270	12	*	X06318	10585	134378289	134399193	20905	+	18	upstream	18	POMT1
chr9	134378284	134378296	13	*	X06319	10585	134378289	134399193	20905	+	0	overlapStart	0	POMT1
chr9	135285084	135285091	8	*	X06324	389799	135285611	135448675	163065	+	519	upstream	519	CFAP77
chr9	136202879	136202888	10	*	X06334	6838	136197552	136203047	5496	-	0	inside	158	SURF6
chr9	136203011	136203019	9	*	X06335	6838	136197552	136203047	5496	-	0	inside	27	SURF6
chr9	136203442	136203450	9	*	X06336	6838	136197552	136203047	5496	-	394	upstream	394	SURF6
chr9	136283138	136283146	9	*	X06337	57109	136271186	136283164	11979	-	0	inside	17	REXO4
chr9	136284279	136284288	10	*	X06338	57109	136271186	136283164	11979	-	1114	upstream	1114	REXO4
chr9	136857472	136857482	11	*	X06344	7410	136627016	136857446	230431	-	25	upstream	25	VAV2
chr9	136857655	136857663	9	*	X06345	7410	136627016	136857446	230431	-	208	upstream	208	VAV2
chr9	136933664	136933673	10	*	X06346	8019	136895446	136933655	38210	-	8	upstream	8	BRD3
chr9	137030537	137030545	9	*	X06348	100151684	137029562	137029686	125	-	850	upstream	850	RNU6ATAC
chr9	137030600	137030610	11	*	X06349	100151684	137029562	137029686	125	-	913	upstream	913	RNU6ATAC
chr9	137030656	137030665	10	*	X06350	100151684	137029562	137029686	125	-	969	upstream	969	RNU6ATAC
chr9	137030682	137030690	9	*	X06351	100151684	137029562	137029686	125	-	995	upstream	995	RNU6ATAC
chr9	137030775	137030783	9	*	X06352	100151684	137029562	137029686	125	-	1088	upstream	1088	RNU6ATAC
chr9	138531249	138531258	10	*	X06354	360203	138515502	138531386	15885	-	0	inside	127	GLT6D1
chr9	138987229	138987244	16	*	X06368	138151	138898383	138987131	88749	-	97	upstream	97	NACC2
chr9	139010715	139010741	27	*	X06369	90120	139006427	139010731	4305	-	0	overlapStart	0	TMEM250
chr9	139010835	139010844	10	*	X06370	90120	139006427	139010731	4305	-	103	upstream	103	TMEM250
chr9	139440105	139440113	9	*	X06372	4851	139388896	139440238	51343	-	0	inside	124	NOTCH1
chr9	139440304	139440315	12	*	X06373	4851	139388896	139440238	51343	-	65	upstream	65	NOTCH1
chr9	139440972	139440981	10	*	X06374	100616301	139440625	139440711	87	-	260	upstream	260	MIR4674
chr9	139440972	139440981	10	*	X06374	4851	139388896	139440238	51343	-	733	upstream	733	NOTCH1
chr9	139621508	139621517	10	*	X06375	677804	139621199	139621331	133	-	176	upstream	176	SNORA17A
chr9	139621508	139621517	10	*	X06375	677824	139620556	139620689	134	-	818	upstream	818	SNORA17B
chr9	139702306	139702314	9	*	X06376	55684	139702192	139735639	33448	+	0	inside	113	RABL6
chr9	139703738	139703746	9	*	X06377	100131193	139698379	139703300	4922	-	437	upstream	437	CCDC183-AS1
chr9	139741543	139741552	10	*	X06380	29085	139743256	139745490	2235	+	1703	upstream	1703	PHPT1
chr9	139742404	139742412	9	*	X06381	29085	139743256	139745490	2235	+	843	upstream	843	PHPT1
chr9	139940651	139940660	10	*	X06383	56654	139933909	139940676	6768	-	0	inside	15	NPDC1
chr9	139972002	139972010	9	*	X06385	91373	139971953	139978990	7038	+	0	inside	48	UAP1L1
chr9	139981400	139981409	10	*	X06387	100289341	139979398	139981269	1872	-	130	upstream	130	MAN1B1-DT
chr9	139981400	139981409	10	*	X06387	11253	139981379	140003639	22261	+	0	inside	20	MAN1B1
chr9	140032784	140032792	9	*	X06389	2902	140033609	140063214	29606	+	816	upstream	816	GRIN1
chr9	140064246	140064260	15	*	X06390	100500811	140063638	140063722	85	-	523	upstream	523	MIR3621
chr9	140064246	140064260	15	*	X06390	389816	140063212	140064491	1280	-	0	inside	230	LRRC26
chr9	140083042	140083050	9	*	X06391	29882	140069236	140083057	13822	-	0	inside	6	ANAPC2
chr9	140083042	140083050	9	*	X06391	8636	140083054	140084822	1769	+	3	upstream	3	SSNA1
chr9	140094893	140094901	9	*	X06392	286262	140086069	140095163	9095	-	0	inside	261	TPRN
chr9	140100661	140100671	11	*	X06393	94107	140098535	140100090	1556	-	570	upstream	570	TMEM203
chr9	140317195	140317205	11	*	X06396	10811	140317847	140328858	11012	+	641	upstream	641	NOXA1
chr9	140500251	140500262	12	*	X06398	92714	140500096	140510657	10562	+	0	inside	154	ARRDC1
chr10	1033938	1033946	9	*	X06411	23560	1034349	1063708	29360	+	402	upstream	402	GTPBP4
chr10	1094364	1094372	9	*	X06412	22884	1095478	1178237	82760	+	1105	upstream	1105	WDR37
chr10	3108680	3108688	9	*	X06414	5214	3109712	3178997	69286	+	1023	upstream	1023	PFKP
chr10	3109091	3109099	9	*	X06415	5214	3109712	3178997	69286	+	612	upstream	612	PFKP
chr10	3828433	3828441	9	*	X06416	1316	3818188	3827473	9286	-	959	upstream	959	KLF6
chr10	5708738	5708746	9	*	X06417	79754	5680820	5708558	27739	-	179	upstream	179	ASB13
chr10	5708825	5708833	9	*	X06418	79754	5680820	5708558	27739	-	266	upstream	266	ASB13
chr10	5930705	5930713	9	*	X06420	84893	5931535	5979558	48024	+	821	upstream	821	FBH1
chr10	6186368	6186373	6	*	X06421	5209	6186843	6277507	90665	+	469	upstream	469	PFKFB3
chr10	6621443	6621451	9	*	X06424	439949	6622387	6627323	4937	+	935	upstream	935	PRKCQ-AS1
chr10	6623731	6623739	9	*	X06425	5588	6469105	6622254	153150	-	1476	upstream	1476	PRKCQ
chr10	7453428	7453436	9	*	X06433	57713	7200586	7453448	252863	-	0	inside	11	SFMBT2
chr10	8096152	8096160	9	*	X06436	2625	8096667	8117164	20498	+	506	upstream	506	GATA3
chr10	8096152	8096160	9	*	X06436	399717	8092413	8095447	3035	-	704	upstream	704	GATA3-AS1
chr10	11653791	11653799	9	*	X06443	9712	11502509	11653679	151171	-	111	upstream	111	USP6NL
chr10	12237029	12237039	11	*	X06446	8872	12237961	12292589	54629	+	921	upstream	921	CDC123
chr10	12238059	12238068	10	*	X06447	11164	12209573	12238143	28571	-	0	inside	74	NUDT5
chr10	12238059	12238068	10	*	X06447	8872	12237961	12292589	54629	+	0	inside	97	CDC123
chr10	13203628	13203637	10	*	X06448	55388	13203554	13253104	49551	+	0	inside	73	MCM10
chr10	14880155	14880166	12	*	X06459	51182	14880159	14913740	33582	+	0	overlapStart	0	HSPA14
chr10	14920652	14920660	9	*	X06460	79723	14920782	14946304	25523	+	121	upstream	121	SUV39H2
chr10	15139330	15139340	11	*	X06462	10557	15139179	15146256	7078	+	0	inside	150	RPP38
chr10	15139330	15139340	11	*	X06462	221060	15137384	15139318	1935	-	11	upstream	11	RPP38-DT
chr10	15139495	15139505	11	*	X06463	221060	15137384	15139318	1935	-	176	upstream	176	RPP38-DT
chr10	15139590	15139598	9	*	X06464	221060	15137384	15139318	1935	-	271	upstream	271	RPP38-DT
chr10	16859665	16859674	10	*	X06467	6251	16632617	16859453	226837	-	211	upstream	211	RSU1
chr10	17685655	17685663	9	*	X06469	8027	17686124	17758821	72698	+	460	upstream	460	STAM
chr10	21462578	21462592	15	*	X06473	100128511	21462919	21463852	934	+	326	upstream	326	NEBL-AS1
chr10	21463156	21463164	9	*	X06474	100128511	21462919	21463852	934	+	0	inside	236	NEBL-AS1
chr10	21463156	21463164	9	*	X06474	10529	21068903	21463116	394214	-	39	upstream	39	NEBL
chr10	21816521	21816529	9	*	X06477	387640	21802409	21814611	12203	-	1909	upstream	1909	SKIDA1
chr10	22605267	22605279	13	*	X06478	100532731	22605312	22620414	15103	+	32	upstream	32	COMMD3-BMI1
chr10	22605267	22605279	13	*	X06478	23412	22605312	22609246	3935	+	32	upstream	32	COMMD3
chr10	22605316	22605324	9	*	X06479	100532731	22605312	22620414	15103	+	0	inside	3	COMMD3-BMI1
chr10	22605316	22605324	9	*	X06479	23412	22605312	22609246	3935	+	0	inside	3	COMMD3
chr10	23983528	23983554	27	*	X06487	56243	23983675	24836772	853098	+	120	upstream	120	KIAA1217
chr10	25012306	25012314	9	*	X06488	57584	24872538	25012597	140060	-	0	inside	282	ARHGAP21
chr10	25465318	25465327	10	*	X06491	100128811	25447001	25465205	18205	-	112	upstream	112	GPR158-AS1
chr10	26727119	26727127	9	*	X06497	54518	26727266	26856732	129467	+	138	upstream	138	APBB1IP
chr10	26986855	26986863	9	*	X06498	23590	26986595	27035726	49132	+	0	inside	259	PDSS1
chr10	27389457	27389471	15	*	X06499	22852	27293045	27389427	96383	-	29	upstream	29	ANKRD26
chr10	27532023	27532057	35	*	X06500	91452	27484143	27531068	46926	-	954	upstream	954	ACBD5
chr10	27532711	27532723	13	*	X06501	91452	27484143	27531068	46926	-	1642	upstream	1642	ACBD5
chr10	28035895	28035932	38	*	X06504	283078	27961803	28034778	72976	-	1116	upstream	1116	MKX
chr10	28821231	28821239	9	*	X06505	220906	28808846	28821460	12615	-	0	inside	220	WAC-AS1
chr10	28821231	28821239	9	*	X06505	51322	28821422	28912041	90620	+	182	upstream	182	WAC
chr10	28821676	28821685	10	*	X06506	220906	28808846	28821460	12615	-	215	upstream	215	WAC-AS1
chr10	28821676	28821685	10	*	X06506	51322	28821422	28912041	90620	+	0	inside	253	WAC
chr10	28822790	28822800	11	*	X06507	220906	28808846	28821460	12615	-	1329	upstream	1329	WAC-AS1
chr10	30026012	30026023	12	*	X06509	6840	29746277	30025864	279588	-	147	upstream	147	SVIL
chr10	30722374	30722387	14	*	X06510	1326	30722950	30750762	27813	+	562	upstream	562	MAP3K8
chr10	31320775	31320783	9	*	X06511	220929	31133565	31320866	187302	-	0	inside	82	ZNF438
chr10	31609291	31609301	11	*	X06512	220930	31605457	31608024	2568	-	1266	upstream	1266	ZEB1-AS1
chr10	32345416	32345424	9	*	X06519	3799	32297938	32345371	47434	-	44	upstream	44	KIF5B
chr10	32667808	32667816	9	*	X06521	80314	32556644	32667726	111083	-	81	upstream	81	EPC1
chr10	33624818	33624826	9	*	X06522	8829	33466419	33624006	157588	-	811	upstream	811	NRP1
chr10	35415595	35415604	10	*	X06524	1390	35415769	35501886	86118	+	164	upstream	164	CREM
chr10	38299558	38299566	9	*	X06531	7581	38299578	38354026	54449	+	11	upstream	11	ZNF33A
chr10	43633770	43633779	10	*	X06537	55454	43633893	43680754	46862	+	113	upstream	113	CSGALNACT2
chr10	44069826	44069834	9	*	X06538	8187	44051793	44070066	18274	-	0	inside	231	ZNF239
chr10	48439146	48439157	12	*	X06543	2662	48425788	48439138	13351	-	7	upstream	7	GDF10
chr10	48439171	48439181	11	*	X06544	2662	48425788	48439138	13351	-	32	upstream	32	GDF10
chr10	50747573	50747582	10	*	X06547	101243544	50723151	50747584	24434	-	0	inside	1	NA
chr10	50747573	50747582	10	*	X06547	2074	50662526	50747169	84644	-	403	upstream	403	ERCC6
chr10	50817781	50817790	10	*	X06548	6572	50818347	50820766	2420	+	556	upstream	556	SLC18A3
chr10	50970356	50970366	11	*	X06551	55753	50942687	50970425	27739	-	0	inside	58	OGDHL
chr10	52499814	52499822	9	*	X06553	653308	52499688	52514569	14882	+	0	inside	125	ASAH2B
chr10	52750392	52750404	13	*	X06554	5592	52750911	54058110	1307200	+	506	upstream	506	PRKG1
chr10	52750527	52750535	9	*	X06555	5592	52750911	54058110	1307200	+	375	upstream	375	PRKG1
chr10	52750754	52750762	9	*	X06556	5592	52750911	54058110	1307200	+	148	upstream	148	PRKG1
chr10	54073628	54073636	9	*	X06559	100506939	54056608	54073888	17281	-	0	inside	251	PRKG1-AS1
chr10	54073628	54073636	9	*	X06559	22943	54074041	54077417	3377	+	404	upstream	404	DKK1
chr10	57388520	57388531	12	*	X06562	65217	55562533	57387702	1825170	-	817	upstream	817	PCDH15
chr10	57389668	57389678	11	*	X06563	65217	55562533	57387702	1825170	-	1965	upstream	1965	PCDH15
chr10	60027069	60027077	9	*	X06565	55847	60028862	60049019	20158	+	1784	upstream	1784	CISD1
chr10	60028884	60028893	10	*	X06566	253430	59951278	60027694	76417	-	1189	upstream	1189	IPMK
chr10	60028884	60028893	10	*	X06566	55847	60028862	60049019	20158	+	0	inside	21	CISD1
chr10	60029007	60029015	9	*	X06567	253430	59951278	60027694	76417	-	1312	upstream	1312	IPMK
chr10	60029007	60029015	9	*	X06567	55847	60028862	60049019	20158	+	0	inside	144	CISD1
chr10	60272341	60272350	10	*	X06568	80114	60272904	60588845	315942	+	553	upstream	553	BICC1
chr10	60272390	60272398	9	*	X06569	80114	60272904	60588845	315942	+	505	upstream	505	BICC1
chr10	60272473	60272490	18	*	X06570	80114	60272904	60588845	315942	+	413	upstream	413	BICC1
chr10	61122802	61122811	10	*	X06572	220965	61005889	61122661	116773	-	140	upstream	140	FAM13C
chr10	61469831	61469847	17	*	X06573	220963	61410522	61469649	59128	-	181	upstream	181	SLC16A9
chr10	61470141	61470192	52	*	X06574	220963	61410522	61469649	59128	-	491	upstream	491	SLC16A9
chr10	61666784	61666797	14	*	X06576	8030	61548506	61666414	117909	-	369	upstream	369	CCDC6
chr10	63660561	63660569	9	*	X06582	84159	63661013	63856707	195695	+	443	upstream	443	ARID5B
chr10	63660702	63660711	10	*	X06583	84159	63661013	63856707	195695	+	301	upstream	301	ARID5B
chr10	64028521	64028528	8	*	X06586	219790	63942794	64028466	85673	-	54	upstream	54	RTKN2
chr10	64564600	64564614	15	*	X06588	84890	64564516	64568239	3724	+	0	inside	83	ADO
chr10	64892993	64893001	9	*	X06592	29982	64893007	64914786	21780	+	5	upstream	5	NRBF2
chr10	68685842	68685851	10	*	X06594	347731	68685792	68860867	175076	+	0	inside	49	LRRTM3
chr10	70320184	70320192	9	*	X06600	80312	70320117	70454239	134123	+	0	inside	66	TET1
chr10	70480892	70480901	10	*	X06601	55749	70480971	70551309	70339	+	69	upstream	69	CCAR1
chr10	71993465	71993473	9	*	X06608	5464	71962586	71993190	30605	-	274	upstream	274	PPA1
chr10	72043212	72043232	21	*	X06609	64106	72014713	72043450	28738	-	0	inside	217	NPFFR1
chr10	72142418	72142426	9	*	X06610	55222	72058726	72142406	83681	-	11	upstream	11	LRRC20
chr10	72237688	72237699	12	*	X06611	27143	72238564	72328206	89643	+	864	upstream	864	PALD1
chr10	72237779	72237787	9	*	X06612	27143	72238564	72328206	89643	+	776	upstream	776	PALD1
chr10	73610816	73610824	9	*	X06617	5660	73576055	73611082	35028	-	0	inside	257	PSAP
chr10	75006299	75006307	9	*	X06626	414245	75007125	75036742	29618	+	817	upstream	817	DNAJC9-AS1
chr10	75255788	75255796	9	*	X06627	5532	75196563	75255782	59220	-	5	upstream	5	PPP3CB
chr10	75489725	75489734	10	*	X06629	2749	75491299	75495367	4069	+	1564	upstream	1564	GLUD1P3
chr10	76585474	76585482	9	*	X06635	23522	76586171	76792380	206210	+	688	upstream	688	KAT6B
chr10	76969796	76969806	11	*	X06636	7417	76969912	76991207	21296	+	105	upstream	105	VDAC2
chr10	77160514	77160525	12	*	X06638	100131213	77161286	77168740	7455	+	760	upstream	760	ZNF503-AS2
chr10	80827294	80827303	10	*	X06640	57178	80828792	81076285	247494	+	1488	upstream	1488	ZMIZ1
chr10	80827309	80827319	11	*	X06641	57178	80828792	81076285	247494	+	1472	upstream	1472	ZMIZ1
chr10	80827525	80827534	10	*	X06642	57178	80828792	81076285	247494	+	1257	upstream	1257	ZMIZ1
chr10	80827664	80827672	9	*	X06643	57178	80828792	81076285	247494	+	1119	upstream	1119	ZMIZ1
chr10	80827892	80827900	9	*	X06644	57178	80828792	81076285	247494	+	891	upstream	891	ZMIZ1
chr10	80829306	80829316	11	*	X06645	283050	80703083	80828536	125454	-	769	upstream	769	ZMIZ1-AS1
chr10	80829654	80829663	10	*	X06646	283050	80703083	80828536	125454	-	1117	upstream	1117	ZMIZ1-AS1
chr10	80829758	80829781	24	*	X06647	283050	80703083	80828536	125454	-	1221	upstream	1221	ZMIZ1-AS1
chr10	81205951	81205980	30	*	X06650	219654	81142083	81205383	63301	-	567	upstream	567	ZCCHC24
chr10	81206088	81206096	9	*	X06651	219654	81142083	81205383	63301	-	704	upstream	704	ZCCHC24
chr10	81664880	81664888	9	*	X06652	100288974	81664654	81691574	26921	+	0	inside	225	BMS1P21
chr10	81839026	81839038	13	*	X06655	219347	81805989	81838949	32961	-	76	upstream	76	TMEM254-AS1
chr10	82116473	82116481	9	*	X06657	143241	82095861	82116514	20654	-	0	inside	32	DYDC1
chr10	83634089	83634104	16	*	X06658	10718	83635070	84746935	1111866	+	965	upstream	965	NRG3
chr10	88516689	88516698	10	*	X06663	657	88516396	88684945	168550	+	0	inside	292	BMPR1A
chr10	90967774	90967782	9	*	X06667	9023	90965694	90967071	1378	-	702	upstream	702	CH25H
chr10	91174443	91174465	23	*	X06668	24138	91174325	91180759	6435	+	0	inside	117	IFIT5
chr10	91174443	91174465	23	*	X06668	3988	90973326	91174382	201057	-	60	upstream	60	LIPA
chr10	91405298	91405316	19	*	X06669	53354	91339254	91405329	66076	-	0	inside	12	PANK1
chr10	91405431	91405443	13	*	X06670	53354	91339254	91405329	66076	-	101	upstream	101	PANK1
chr10	92631429	92631439	11	*	X06671	10556	92631275	92668312	37038	+	0	inside	153	RPP30
chr10	92922772	92922783	12	*	X06672	84333	92922769	93044088	121320	+	0	inside	2	PCGF5
chr10	93558116	93558126	11	*	X06676	80351	93558151	93625232	67082	+	24	upstream	24	TNKS2
chr10	94352397	94352425	29	*	X06683	3832	94352825	94415152	62328	+	399	upstream	399	KIF11
chr10	95256292	95256301	10	*	X06690	55165	95256369	95288849	32481	+	67	upstream	67	CEP55
chr10	95326651	95326659	9	*	X06691	338557	95326422	95349829	23408	+	0	inside	228	FFAR4
chr10	96122411	96122422	12	*	X06693	64318	96092989	96122683	29695	-	0	inside	260	NOC3L
chr10	96122670	96122678	9	*	X06694	64318	96092989	96122683	29695	-	0	inside	4	NOC3L
chr10	96122829	96122840	12	*	X06695	64318	96092989	96122683	29695	-	145	upstream	145	NOC3L
chr10	96162186	96162196	11	*	X06696	23232	96162186	96296089	133904	+	0	inside	0	TBC1D12
chr10	97321316	97321325	10	*	X06698	10580	97071530	97321171	249642	-	144	upstream	144	SORBS1
chr10	98273476	98273484	9	*	X06701	7093	98124363	98273683	149321	-	0	inside	198	TLL2
chr10	98274017	98274025	9	*	X06702	7093	98124363	98273683	149321	-	333	upstream	333	TLL2
chr10	98480600	98480613	14	*	X06703	118788	98353069	98480279	127211	-	320	upstream	320	PIK3AP1
